customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,payment_method,shipping_type,discount_applied,promo_code_used,previous_purchases,preferred_payment_method,frequency_of_purchases,discount_applied_flag,promo_code_used_flag,is_subscribed,purchase_freq_annual,total_spend_est,avg_order_value,purchase_count,est_annual_spend,value_tier,promo_usage_rate,promo_dependency_score,promo_segment,satisfaction_tier,satisfaction_flag,dissatisfied_high_value,retention_proxy_score,retention_proxy_tier,repeat_buyer,high_frequency_buyer,loyalty_score_1,loyalty_def1,loyalty_score_2,loyalty_def2,loyalty_segment,final_segment,geo_opportunity,opportunity_score,geo_avg_spend,geo_promo_rate,geo_customer_count,geo_hv_share,purchase_history_tier
971,45,Male,Jeans,Clothing,66,California,S,Maroon,Winter,4.4,Yes,Paypal,Free Shipping,Yes,Yes,4,Cash,Monthly,1,1,1,12,330,66,5,792,Low,1.0,98.4,Bargain Hunter,Satisfied,1,0,32.89501400560225,Low Retention Signal,0,1,0.18744919747258337,Low Loyalty,0.35396910543576865,Medium Loyalty,Low Loyalty,Low-Repeat Bargain Hunter,Medium Opportunity,3,59.0,0.42105263157894735,95,0.3368421052631579,New (0-5)
972,47,Male,Sunglasses,Accessories,67,Indiana,M,Cyan,Summer,4.3,Yes,Bank Transfer,Next Day Air,Yes,Yes,15,Credit Card,Weekly,1,1,1,52,1072,67,16,3484,Medium,1.0,94.0,Bargain Hunter,Satisfied,1,0,59.999999999999986,High Retention Signal,1,1,0.2908056261650568,Low Loyalty,0.5579663404507711,High Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,58.924050632911396,0.569620253164557,79,0.379746835443038,Developing (6-15)
973,61,Male,Sneakers,Footwear,61,Colorado,L,Gold,Winter,3.0,Yes,Venmo,Standard,Yes,Yes,33,Credit Card,Weekly,1,1,1,52,2074,61,34,3172,High,1.0,86.8,Promo Dependent,Dissatisfied,0,1,63.177142857142854,High Retention Signal,1,1,0.3564403127799163,Low Loyalty,0.5986469454329775,High Loyalty,Low Loyalty,At-Risk Dissatisfied,Low Opportunity,1,56.29333333333334,0.41333333333333333,75,0.32,Established (16+)
974,60,Male,Jacket,Outerwear,75,Colorado,M,Teal,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,Yes,30,Bank Transfer,Quarterly,1,1,1,4,2325,75,31,300,High,1.0,88.00000000000001,Promo Dependent,Neutral,0,0,41.384873949579834,Medium Retention Signal,1,0,0.39296027307720244,Medium Loyalty,0.46904895855139206,High Loyalty,Medium Loyalty,High-Value Promo-Dependent,Low Opportunity,1,56.29333333333334,0.41333333333333333,75,0.32,Established (16+)
975,69,Male,Skirt,Clothing,90,North Carolina,M,Beige,Spring,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,23,Bank Transfer,Monthly,1,1,1,12,2160,90,24,1080,High,1.0,90.8,Bargain Hunter,Neutral,0,0,40.82644257703081,Medium Retention Signal,1,1,0.3483166533517322,Low Loyalty,0.5375100307026726,High Loyalty,Low Loyalty,High-Value Promo-Dependent,Medium Opportunity,3,60.794871794871796,0.44871794871794873,78,0.358974358974359,Established (16+)
976,58,Male,Sweater,Clothing,40,Washington,M,Olive,Summer,3.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,2,Bank Transfer,Weekly,1,1,1,52,120,40,3,2080,Low,1.0,99.2,Bargain Hunter,Neutral,0,0,46.19428571428571,Medium Retention Signal,0,1,0.1147487834991648,Low Loyalty,0.4171263345195729,Medium Loyalty,Low Loyalty,Low-Repeat Bargain Hunter,Medium Opportunity,3,63.32876712328767,0.4383561643835616,73,0.3424657534246575,New (0-5)
977,34,Male,T-shirt,Clothing,90,Florida,M,Gray,Fall,3.6,Yes,Paypal,Express,Yes,Yes,50,Credit Card,Every 3 Months,1,1,1,4,4590,90,51,360,High,1.0,80.0,Promo Dependent,Neutral,0,0,57.27058823529412,High Retention Signal,1,0,0.6577508896797153,High Loyalty,0.6502655955620683,High Loyalty,High Loyalty,High-Value Promo-Dependent,Low Opportunity,0,55.85294117647059,0.45588235294117646,68,0.3235294117647059,Established (16+)
978,20,Male,Belt,Accessories,20,Washington,M,Black,Spring,4.6,Yes,Credit Card,Express,Yes,Yes,34,Cash,Bi-Weekly,1,1,1,26,700,20,35,520,Low,1.0,86.4,Promo Dependent,Satisfied,1,0,63.986330532212875,High Retention Signal,1,1,0.4090680998377998,Medium Loyalty,0.2870664991975438,Low Loyalty,Medium Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,63.32876712328767,0.4383561643835616,73,0.3424657534246575,Established (16+)
979,56,Male,Gloves,Accessories,40,Colorado,M,Turquoise,Summer,2.5,Yes,Cash,Standard,Yes,Yes,33,Credit Card,Weekly,1,1,1,52,1360,40,34,2080,Medium,1.0,86.8,Promo Dependent,Dissatisfied,0,0,59.17714285714285,High Retention Signal,1,1,0.27409155833151766,Low Loyalty,0.49067319098457884,High Loyalty,Low Loyalty,At-Risk Dissatisfied,Low Opportunity,1,56.29333333333334,0.41333333333333333,75,0.32,Established (16+)
980,64,Male,Hat,Accessories,33,New Hampshire,S,Brown,Fall,3.5,Yes,Venmo,Store Pickup,Yes,Yes,34,Debit Card,Monthly,1,1,1,12,1155,33,35,396,Medium,1.0,86.4,Promo Dependent,Neutral,0,0,48.32358543417367,Medium Retention Signal,1,1,0.34805505120197544,Low Loyalty,0.2997764897774057,Low Loyalty,Low Loyalty,Low-Value Low-Engagement,Low Opportunity,1,59.42253521126761,0.43661971830985913,71,0.36619718309859156,Established (16+)
981,56,Male,Boots,Footwear,98,Maryland,S,Magenta,Spring,4.0,Yes,Bank Transfer,Free Shipping,Yes,Yes,39,Paypal,Every 3 Months,1,1,1,4,3920,98,40,392,High,1.0,84.4,Promo Dependent,Neutral,1,0,52.17344537815125,High Retention Signal,1,0,0.5826649236206938,High Loyalty,0.635526568278557,High Loyalty,High Loyalty,High-Value Promo-Dependent,Medium Opportunity,2,55.75581395348837,0.4418604651162791,86,0.3023255813953488,Established (16+)
982,27,Male,Belt,Accessories,42,Maryland,M,Silver,Spring,3.5,Yes,Debit Card,Next Day Air,Yes,Yes,47,Credit Card,Quarterly,1,1,1,4,2016,42,48,168,High,1.0,81.2,Promo Dependent,Neutral,0,0,54.20773109243697,High Retention Signal,1,0,0.4787145035950323,Medium Loyalty,0.3475965564161607,Medium Loyalty,Medium Loyalty,High-Value Promo-Dependent,Medium Opportunity,2,55.75581395348837,0.4418604651162791,86,0.3023255813953488,Established (16+)
983,35,Male,Coat,Outerwear,62,Texas,S,Red,Summer,3.2,Yes,Venmo,Standard,Yes,Yes,37,Paypal,Monthly,1,1,1,12,2356,62,38,744,High,1.0,85.2,Promo Dependent,Neutral,0,0,48.18644257703081,Medium Retention Signal,1,1,0.4136560873459705,Medium Loyalty,0.46163517898262507,High Loyalty,Medium Loyalty,High-Value Promo-Dependent,High Opportunity,4,61.1948051948052,0.36363636363636365,77,0.35064935064935066,Established (16+)
984,24,Male,Hat,Accessories,45,New Mexico,L,Indigo,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly,1,1,1,26,1845,45,41,1170,Medium,1.0,84.00000000000001,Promo Dependent,Neutral,0,0,59.712044817927165,High Retention Signal,1,1,0.425715011983441,Medium Loyalty,0.4331037174656339,High Loyalty,Medium Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,61.901234567901234,0.4444444444444444,81,0.41975308641975306,Established (16+)
985,26,Male,Shoes,Footwear,78,Utah,M,Green,Summer,3.4,Yes,Cash,Free Shipping,Yes,Yes,8,Credit Card,Bi-Weekly,1,1,1,26,702,78,9,2028,Low,1.0,96.80000000000001,Bargain Hunter,Neutral,0,0,34.77490196078431,Low Retention Signal,1,1,0.15400305033045247,Low Loyalty,0.46843512315958413,High Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,2,62.57746478873239,0.4647887323943662,71,0.4225352112676056,Developing (6-15)
986,32,Male,Handbag,Accessories,80,West Virginia,M,Gray,Fall,5.0,Yes,Credit Card,Express,Yes,Yes,12,Bank Transfer,Annually,1,1,1,1,1040,80,13,80,Medium,1.0,95.2,Bargain Hunter,Satisfied,1,0,38.33714285714285,Medium Retention Signal,1,0,0.326540295833636,Low Loyalty,0.3966933570581257,Medium Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,63.876543209876544,0.49382716049382713,81,0.35802469135802467,Developing (6-15)
987,54,Male,Scarf,Accessories,96,Connecticut,S,Peach,Spring,4.5,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Monthly,1,1,1,12,3552,96,37,1152,High,1.0,85.60000000000001,Promo Dependent,Satisfied,1,0,57.83215686274509,High Retention Signal,1,1,0.5824707676664972,High Loyalty,0.6388223082827438,High Loyalty,High Loyalty,High-Value Promo-Dependent,Low Opportunity,1,54.17948717948718,0.3333333333333333,78,0.24358974358974358,Established (16+)
988,62,Male,Handbag,Accessories,47,West Virginia,M,Charcoal,Summer,2.8,Yes,Paypal,Express,Yes,Yes,48,Paypal,Weekly,1,1,1,52,2303,47,49,2444,High,1.0,80.80000000000001,Promo Dependent,Dissatisfied,0,1,72.89142857142856,High Retention Signal,1,1,0.4458594911274117,Medium Loyalty,0.5684793890865955,High Loyalty,Medium Loyalty,At-Risk Dissatisfied,Medium Opportunity,3,63.876543209876544,0.49382716049382713,81,0.35802469135802467,Established (16+)
989,50,Male,Pants,Clothing,84,Ohio,M,Orange,Winter,4.9,Yes,Venmo,2-Day Shipping,Yes,Yes,47,Paypal,Fortnightly,1,1,1,26,4032,84,48,2184,High,1.0,81.2,Promo Dependent,Satisfied,1,0,76.19204481792717,High Retention Signal,1,1,0.7102874573316872,High Loyalty,0.6846940199567372,High Loyalty,High Loyalty,High-Value Promo-Dependent,Medium Opportunity,2,60.37662337662338,0.44155844155844154,77,0.3246753246753247,Established (16+)
990,70,Male,Shoes,Footwear,31,Texas,M,Beige,Spring,3.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,2,Bank Transfer,Monthly,1,1,1,12,93,31,3,372,Low,1.0,99.2,Bargain Hunter,Neutral,0,0,20.986442577030818,Low Retention Signal,0,1,0.05714736001162035,Low Loyalty,0.23053716593398926,Low Loyalty,Low Loyalty,Low-Repeat Bargain Hunter,High Opportunity,4,61.1948051948052,0.36363636363636365,77,0.35064935064935066,New (0-5)
991,48,Male,Sunglasses,Accessories,63,Washington,S,Yellow,Spring,4.8,Yes,Paypal,Store Pickup,Yes,Yes,24,Cash,Weekly,1,1,1,52,1575,63,25,3276,Medium,1.0,90.4,Bargain Hunter,Satisfied,1,0,70.78857142857143,High Retention Signal,1,1,0.4157415934345268,Medium Loyalty,0.5753002669039146,High Loyalty,Medium Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,63.32876712328767,0.4383561643835616,73,0.3424657534246575,Established (16+)
992,20,Male,Shorts,Clothing,97,Wisconsin,Xl,White,Spring,2.7,Yes,Debit Card,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly,1,1,1,26,3977,97,41,2522,High,1.0,84.00000000000001,Promo Dependent,Dissatisfied,0,1,53.31204481792717,High Retention Signal,1,1,0.48816815551843507,Medium Loyalty,0.722056861000628,High Loyalty,Medium Loyalty,At-Risk Dissatisfied,Low Opportunity,1,55.946666666666665,0.48,75,0.25333333333333335,Established (16+)
993,46,Male,Jacket,Outerwear,99,Louisiana,M,Gray,Winter,4.6,Yes,Credit Card,Express,Yes,Yes,50,Debit Card,Weekly,1,1,1,52,5049,99,51,5148,High,1.0,80.0,Promo Dependent,Satisfied,1,0,88.8,High Retention Signal,1,1,0.7649750889679714,High Loyalty,0.8938500889679716,High Loyalty,High Loyalty,High-Value Promo-Dependent,Medium Opportunity,3,57.714285714285715,0.4166666666666667,84,0.27380952380952384,Established (16+)
994,51,Male,Sandals,Footwear,90,Iowa,M,Peach,Winter,4.4,Yes,Cash,Store Pickup,Yes,Yes,25,Cash,Weekly,1,1,1,52,2340,90,26,4680,High,1.0,90.0,Bargain Hunter,Satisfied,1,0,68.34285714285714,High Retention Signal,1,1,0.43523770789454574,Medium Loyalty,0.7050489323843416,High Loyalty,Medium Loyalty,High-Value Promo-Dependent,Medium Opportunity,3,60.88405797101449,0.5217391304347826,69,0.36231884057971014,Established (16+)
995,53,Male,Shoes,Footwear,68,New York,L,Violet,Fall,3.2,Yes,Paypal,Express,Yes,Yes,20,Debit Card,Monthly,1,1,1,12,1428,68,21,816,Medium,1.0,92.0,Bargain Hunter,Neutral,0,0,35.36358543417367,Low Retention Signal,1,1,0.2545329363061951,Low Loyalty,0.425343660595911,Medium Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,60.42528735632184,0.41379310344827586,87,0.3218390804597701,Established (16+)
996,44,Male,Jewelry,Accessories,80,Idaho,M,Magenta,Spring,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,10,Venmo,Weekly,1,1,1,52,880,80,11,4160,Low,1.0,96.00000000000001,Bargain Hunter,Dissatisfied,0,0,45.82857142857143,Medium Retention Signal,1,1,0.14480548091122575,Low Loyalty,0.5872034400948992,High Loyalty,Low Loyalty,Low-Value Low-Engagement,High Opportunity,4,60.075268817204304,0.40860215053763443,93,0.3225806451612903,Developing (6-15)
997,29,Male,Sandals,Footwear,91,Delaware,L,Maroon,Summer,4.9,Yes,Bank Transfer,Standard,Yes,Yes,32,Bank Transfer,Quarterly,1,1,1,4,3003,91,33,364,High,1.0,87.2,Promo Dependent,Satisfied,1,0,54.09344537815126,High Retention Signal,1,0,0.5574186941680588,High Loyalty,0.5592624816830647,High Loyalty,High Loyalty,High-Value Promo-Dependent,Medium Opportunity,2,55.325581395348834,0.45348837209302323,86,0.27906976744186046,Established (16+)
998,64,Male,Pants,Clothing,30,Kentucky,M,Cyan,Spring,3.6,Yes,Debit Card,Express,Yes,Yes,31,Cash,Fortnightly,1,1,1,26,960,30,32,780,Medium,1.0,87.60000000000001,Promo Dependent,Neutral,0,0,53.72347338935574,High Retention Signal,1,1,0.32612186796426756,Low Loyalty,0.3337376142627869,Medium Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,2,55.721518987341774,0.43037974683544306,79,0.3291139240506329,Established (16+)
999,51,Male,Shoes,Footwear,90,Connecticut,M,White,Spring,3.8,Yes,Venmo,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly,1,1,1,26,4410,90,49,2340,High,1.0,80.80000000000001,Promo Dependent,Neutral,0,0,68.14633053221289,High Retention Signal,1,1,0.6508298351369016,High Loyalty,0.7258639487823599,High Loyalty,High Loyalty,High-Value Promo-Dependent,Low Opportunity,1,54.17948717948718,0.3333333333333333,78,0.24358974358974358,Established (16+)
1000,50,Male,Socks,Clothing,28,New Mexico,L,Brown,Spring,2.9,Yes,Venmo,Standard,Yes,Yes,23,Debit Card,Monthly,1,1,1,12,672,28,24,336,Low,1.0,90.8,Bargain Hunter,Dissatisfied,0,0,35.2264425770308,Low Retention Signal,1,1,0.204060425593725,Low Loyalty,0.25550380294466546,Low Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,61.901234567901234,0.4444444444444444,81,0.41975308641975306,Established (16+)
1001,43,Male,Socks,Clothing,46,Georgia,M,Red,Winter,3.9,Yes,Credit Card,Express,Yes,Yes,1,Bank Transfer,Bi-Weekly,1,1,1,26,92,46,2,1196,Low,1.0,99.6,Bargain Hunter,Neutral,0,0,33.49490196078431,Low Retention Signal,0,1,0.11496559905100832,Low Loyalty,0.3322548147372828,Medium Loyalty,Low Loyalty,Low-Repeat Bargain Hunter,Medium Opportunity,3,58.79746835443038,0.4050632911392405,79,0.3924050632911392,New (0-5)
1002,61,Male,Dress,Clothing,60,Washington,M,Orange,Fall,3.6,Yes,Credit Card,Standard,Yes,Yes,4,Debit Card,Fortnightly,1,1,1,26,300,60,5,1560,Low,1.0,98.4,Bargain Hunter,Neutral,0,0,33.357759103641456,Low Retention Signal,0,1,0.1216698380419784,Low Loyalty,0.3883417067894773,Medium Loyalty,Low Loyalty,Low-Repeat Bargain Hunter,Medium Opportunity,3,63.32876712328767,0.4383561643835616,73,0.3424657534246575,New (0-5)
1003,55,Male,Shoes,Footwear,59,North Dakota,M,White,Spring,3.5,Yes,Credit Card,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly,1,1,1,26,236,59,4,1534,Low,1.0,98.8,Bargain Hunter,Neutral,0,0,31.80347338935574,Low Retention Signal,0,1,0.10375142227709591,Low Loyalty,0.3814207400041867,Medium Loyalty,Low Loyalty,Low-Repeat Bargain Hunter,Medium Opportunity,3,62.89156626506024,0.4578313253012048,83,0.3373493975903614,New (0-5)
1004,56,Male,Hat,Accessories,68,Ohio,M,Green,Fall,4.0,Yes,Cash,Store Pickup,Yes,Yes,3,Cash,Bi-Weekly,1,1,1,26,272,68,4,1768,Low,1.0,98.8,Bargain Hunter,Neutral,1,0,35.803473389355744,Low Retention Signal,0,1,0.14588665359382189,Low Loyalty,0.41168097132091275,Medium Loyalty,Low Loyalty,Low-Repeat Bargain Hunter,Medium Opportunity,2,60.37662337662338,0.44155844155844154,77,0.3246753246753247,New (0-5)
1005,33,Male,Backpack,Accessories,79,Tennessee,M,Black,Summer,4.8,Yes,Cash,2-Day Shipping,Yes,Yes,44,Cash,Annually,1,1,1,1,3555,79,45,79,High,1.0,82.4,Promo Dependent,Satisfied,1,0,60.874285714285705,High Retention Signal,1,0,0.6556282954462924,High Loyalty,0.5427379893238434,High Loyalty,High Loyalty,High-Value Promo-Dependent,High Opportunity,4,61.97402597402598,0.36363636363636365,77,0.37662337662337664,Established (16+)
1006,43,Male,Backpack,Accessories,94,New York,M,Gold,Winter,3.9,Yes,Credit Card,Store Pickup,Yes,Yes,5,Debit Card,Bi-Weekly,1,1,1,26,564,94,6,2444,Low,1.0,98.00000000000001,Bargain Hunter,Neutral,0,0,36.51204481792717,Medium Retention Signal,1,1,0.16745065001089404,Low Loyalty,0.5102500697788012,High Loyalty,Low Loyalty,Low-Repeat Bargain Hunter,Medium Opportunity,3,60.42528735632184,0.41379310344827586,87,0.3218390804597701,New (0-5)
1007,21,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,50,Venmo,Quarterly,1,1,1,4,4233,83,51,332,High,1.0,80.0,Promo Dependent,Satisfied,1,0,64.47058823529412,High Retention Signal,1,0,0.708576512455516,High Loyalty,0.607216218337869,High Loyalty,High Loyalty,High-Value Promo-Dependent,High Opportunity,4,62.0958904109589,0.3972602739726027,73,0.4246575342465753,Established (16+)
1008,58,Male,Gloves,Accessories,62,Georgia,Xl,Turquoise,Spring,4.8,Yes,Venmo,Standard,Yes,Yes,2,Credit Card,Annually,1,1,1,1,186,62,3,62,Low,1.0,99.2,Bargain Hunter,Satisfied,1,0,29.194285714285716,Low Retention Signal,0,0,0.19866337424649574,Low Loyalty,0.2897909252669039,Low Loyalty,Low Loyalty,Low-Repeat Bargain Hunter,Medium Opportunity,3,58.79746835443038,0.4050632911392405,79,0.3924050632911392,New (0-5)
1009,41,Male,Scarf,Accessories,85,New Mexico,M,Pink,Spring,2.6,Yes,Cash,Store Pickup,Yes,Yes,29,Paypal,Annually,1,1,1,1,2550,85,30,85,High,1.0,88.4,Bargain Hunter,Dissatisfied,0,1,31.96,Low Retention Signal,1,0,0.3281830198271479,Low Loyalty,0.5018794483985766,High Loyalty,Low Loyalty,At-Risk Dissatisfied,Medium Opportunity,3,61.901234567901234,0.4444444444444444,81,0.41975308641975306,Established (16+)
1010,39,Male,Hoodie,Clothing,30,Louisiana,M,Silver,Summer,3.1,Yes,Bank Transfer,Express,Yes,Yes,11,Venmo,Annually,1,1,1,1,360,30,12,30,Low,1.0,95.60000000000001,Bargain Hunter,Neutral,0,0,22.382857142857144,Low Retention Signal,1,0,0.12808569976033124,Low Loyalty,0.2001112099644128,Low Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,57.714285714285715,0.4166666666666667,84,0.27380952380952384,Developing (6-15)
1011,54,Male,Jeans,Clothing,24,South Dakota,Xl,Gray,Spring,4.7,Yes,Paypal,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly,1,1,1,26,912,24,38,624,Medium,1.0,85.2,Promo Dependent,Satisfied,1,0,67.04918767507003,High Retention Signal,1,1,0.44800958675285063,Medium Loyalty,0.31214063917381896,Medium Loyalty,Medium Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,60.51428571428571,0.37142857142857144,70,0.34285714285714286,Established (16+)
1012,43,Male,Backpack,Accessories,25,Montana,L,Indigo,Spring,2.9,Yes,Paypal,Next Day Air,Yes,Yes,32,Debit Card,Fortnightly,1,1,1,26,825,25,33,650,Low,1.0,87.2,Promo Dependent,Dissatisfied,0,0,48.877759103641445,Medium Retention Signal,1,1,0.26823719950613695,Low Loyalty,0.3101054968250645,Medium Loyalty,Low Loyalty,Low-Value Low-Engagement,High Opportunity,5,60.25,0.375,96,0.34375,Established (16+)
1013,28,Male,Sandals,Footwear,37,New Mexico,L,Teal,Summer,3.8,Yes,Cash,Express,Yes,Yes,27,Credit Card,Annually,1,1,1,1,1036,37,28,37,Medium,1.0,89.2,Bargain Hunter,Neutral,0,0,40.051428571428566,Medium Retention Signal,1,0,0.3221397826034328,Low Loyalty,0.2620811091340451,Low Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,61.901234567901234,0.4444444444444444,81,0.41975308641975306,Established (16+)
1014,59,Male,Belt,Accessories,69,South Carolina,Xl,Green,Summer,3.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,31,Venmo,Bi-Weekly,1,1,1,26,2208,69,32,1794,High,1.0,87.60000000000001,Promo Dependent,Neutral,0,0,55.32347338935574,High Retention Signal,1,1,0.4161432202774348,Medium Loyalty,0.5296339665759543,High Loyalty,Medium Loyalty,High-Value Promo-Dependent,Low Opportunity,1,58.4078947368421,0.5,76,0.3026315789473684,Established (16+)
1015,28,Male,Shoes,Footwear,97,Ohio,M,Violet,Summer,3.0,Yes,Bank Transfer,Standard,Yes,Yes,36,Debit Card,Fortnightly,1,1,1,26,3589,97,37,2522,High,1.0,85.60000000000001,Promo Dependent,Dissatisfied,0,1,52.694901960784314,High Retention Signal,1,1,0.46466531096424335,Medium Loyalty,0.6990438123648036,High Loyalty,Medium Loyalty,At-Risk Dissatisfied,Medium Opportunity,2,60.37662337662338,0.44155844155844154,77,0.3246753246753247,Established (16+)
1016,68,Male,Gloves,Accessories,24,North Carolina,M,Cyan,Summer,4.1,Yes,Debit Card,Standard,Yes,Yes,34,Cash,Weekly,1,1,1,52,840,24,35,1248,Low,1.0,86.4,Promo Dependent,Satisfied,1,0,72.73142857142855,High Retention Signal,1,1,0.3773717771806231,Medium Loyalty,0.40983096085409254,Medium Loyalty,Medium Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,60.794871794871796,0.44871794871794873,78,0.358974358974359,Established (16+)
1017,20,Male,Belt,Accessories,30,Idaho,Xl,Blue,Summer,3.4,Yes,Cash,Express,Yes,Yes,15,Bank Transfer,Every 3 Months,1,1,1,4,480,30,16,120,Low,1.0,94.0,Bargain Hunter,Neutral,0,0,29.270588235294113,Low Retention Signal,1,0,0.18369293340111847,Low Loyalty,0.21899335356918567,Low Loyalty,Low Loyalty,Low-Value Low-Engagement,High Opportunity,4,60.075268817204304,0.40860215053763443,93,0.3225806451612903,Developing (6-15)
1018,21,Male,Jacket,Outerwear,53,Oklahoma,L,Orange,Fall,2.5,Yes,Cash,Express,Yes,Yes,14,Credit Card,Annually,1,1,1,1,795,53,15,53,Low,1.0,94.4,Bargain Hunter,Dissatisfied,0,0,19.845714285714283,Low Retention Signal,1,0,0.12425375844287892,Low Loyalty,0.2977869217081851,Low Loyalty,Low Loyalty,Low-Value Low-Engagement,Low Opportunity,0,58.346666666666664,0.48,75,0.28,Developing (6-15)
1019,50,Male,Dress,Clothing,70,Georgia,Xl,Charcoal,Spring,4.9,Yes,Credit Card,Next Day Air,Yes,Yes,46,Cash,Weekly,1,1,1,52,3290,70,47,3640,High,1.0,81.60000000000001,Promo Dependent,Satisfied,1,0,88.18285714285715,High Retention Signal,1,1,0.6601555184351321,High Loyalty,0.6988953143534994,High Loyalty,High Loyalty,High-Value Promo-Dependent,Medium Opportunity,3,58.79746835443038,0.4050632911392405,79,0.3924050632911392,Established (16+)
1020,32,Male,Shirt,Clothing,76,Kentucky,S,Beige,Winter,2.8,Yes,Debit Card,Standard,Yes,Yes,33,Venmo,Bi-Weekly,1,1,1,26,2584,76,34,1976,High,1.0,86.8,Promo Dependent,Dissatisfied,0,1,48.83204481792717,Medium Retention Signal,1,1,0.37068942310020087,Medium Loyalty,0.5738102714395367,High Loyalty,Medium Loyalty,At-Risk Dissatisfied,Medium Opportunity,2,55.721518987341774,0.43037974683544306,79,0.3291139240506329,Established (16+)
1021,24,Male,Scarf,Accessories,95,Delaware,M,Black,Fall,4.5,Yes,Bank Transfer,Express,Yes,Yes,41,Debit Card,Annually,1,1,1,1,3990,95,42,95,High,1.0,83.60000000000001,Promo Dependent,Satisfied,1,0,56.21142857142857,High Retention Signal,1,0,0.6390616602512891,High Loyalty,0.6185387010676157,High Loyalty,High Loyalty,High-Value Promo-Dependent,Medium Opportunity,2,55.325581395348834,0.45348837209302323,86,0.27906976744186046,Established (16+)
1022,55,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,39,Paypal,Weekly,1,1,1,52,2040,51,40,2652,High,1.0,84.4,Promo Dependent,Satisfied,1,0,82.90285714285713,High Retention Signal,1,1,0.5431583993027816,High Loyalty,0.5653803380782918,High Loyalty,High Loyalty,High-Value Promo-Dependent,Low Opportunity,1,60.888888888888886,0.4861111111111111,72,0.2361111111111111,Established (16+)
1023,61,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Yes,Cash,Store Pickup,Yes,Yes,7,Cash,Annually,1,1,1,1,328,41,8,41,Low,1.0,97.2,Bargain Hunter,Satisfied,1,0,33.765714285714296,Low Retention Signal,1,0,0.24569792044931857,Low Loyalty,0.2325882265717675,Low Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,2,59.44827586206897,0.42528735632183906,87,0.3218390804597701,Developing (6-15)
1024,61,Male,Sunglasses,Accessories,71,Maine,S,Turquoise,Winter,3.5,Yes,Bank Transfer,Free Shipping,Yes,Yes,29,Bank Transfer,Every 3 Months,1,1,1,4,2130,71,30,284,High,1.0,88.4,Bargain Hunter,Neutral,0,0,40.63058823529413,Medium Retention Signal,1,0,0.37527198779867815,Medium Loyalty,0.44498312225245973,High Loyalty,Medium Loyalty,High-Value Promo-Dependent,Medium Opportunity,2,56.98701298701299,0.35064935064935066,77,0.2987012987012987,Established (16+)
1025,28,Male,T-shirt,Clothing,66,Pennsylvania,M,Purple,Summer,3.5,Yes,Debit Card,Free Shipping,Yes,Yes,18,Venmo,Quarterly,1,1,1,4,1254,66,19,264,Medium,1.0,92.80000000000001,Bargain Hunter,Neutral,0,0,32.33344537815126,Low Retention Signal,1,0,0.2559677536495025,Low Loyalty,0.3774008268787943,Medium Loyalty,Low Loyalty,Low-Value Low-Engagement,Medium Opportunity,3,66.56756756756756,0.44594594594594594,74,0.5,Established (16+)
